City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Pirgos,GR,2021-05-26 23:01:40,35.1167,25.7178,297.56,50,0,1.27
295,Chapais,CA,2021-05-26 23:01:42,49.7834,-74.8492,283.03,77,96,7.67
296,Thinadhoo,MV,2021-05-26 23:01:44,0.5333,72.9333,302.22,69,100,9.7
297,Sola,VU,2021-05-26 23:01:45,-13.8833,167.55,298.1,63,43,6.96
298,Adrar,MR,2021-05-26 23:01:46,20.5022,-10.0711,305.61,19,0,3.26
299,Sungaipenuh,ID,2021-05-26 23:01:48,-2.0833,101.3833,291.52,96,86,1.9
300,Soltsy,RU,2021-05-26 23:01:49,58.1239,30.3238,280.28,96,44,2.44
301,Sakaiminato,JP,2021-05-26 23:01:50,35.55,133.2333,287.4,94,100,1.67
302,Moose Factory,CA,2021-05-26 23:01:51,51.2585,-80.6094,278.14,65,90,9.77
303,Storforshei,NO,2021-05-26 23:01:53,66.4043,14.5233,280.74,96,100,2.02
304,Puerto Narino,CO,2021-05-26 23:01:54,-3.7703,-70.3831,296.01,98,95,0.85
305,Ca Mau,VN,2021-05-26 23:01:55,9.1769,105.15,297.43,97,100,2.68
306,Alofi,NU,2021-05-26 23:01:57,-19.0595,-169.9187,298.46,77,33,1.55
307,Chambas,CU,2021-05-26 23:01:58,22.1928,-78.9136,299.64,68,49,5.68
308,Pouembout,NC,2021-05-26 23:02:00,-21.1333,164.9,296.19,48,5,1.67
309,Yar-Sale,RU,2021-05-26 23:02:01,66.8333,70.8333,272.68,67,4,3.8
310,Kaitangata,NZ,2021-05-26 23:02:02,-46.2817,169.8464,279.17,56,66,1.9
311,Robinson,US,2021-05-26 23:02:03,31.4677,-97.1147,305.03,61,40,1.79
312,Ilulissat,GL,2021-05-26 23:02:05,69.2167,-51.1,286.16,38,91,11.32
313,Ambunti,PG,2021-05-26 23:02:06,-4.2365,142.8448,297.93,95,100,0.94
314,Harlev,DK,2021-05-26 23:02:07,55.3494,12.2338,283.64,89,78,3.83
315,Bay Roberts,CA,2021-05-26 23:02:09,47.5999,-53.2648,283.43,90,100,0.45
316,Coquimbo,CL,2021-05-26 23:02:10,-29.9533,-71.3436,290.56,65,0,1.11
317,Yakeshi,CN,2021-05-26 23:02:13,49.2833,120.7333,281.47,65,32,1.7
318,Cap Malheureux,MU,2021-05-26 23:02:14,-19.9842,57.6142,295.63,80,5,0.89
319,Kudahuvadhoo,MV,2021-05-26 23:02:15,2.6708,72.8944,302.03,72,100,9.81
320,Jalu,LY,2021-05-26 23:02:16,29.0331,21.5482,299.57,22,0,4.61
321,Kolyvan,RU,2021-05-26 23:02:18,55.3053,82.7391,292.94,80,95,4.07
322,Inyonga,TZ,2021-05-26 23:02:20,-6.7167,32.0667,289.77,74,1,2.37
323,Saint-Joseph,RE,2021-05-26 23:02:22,-21.3667,55.6167,293.36,83,17,0.13
324,Yuksekova,TR,2021-05-26 23:02:24,37.5736,44.2872,283.12,65,0,0.81
325,Havre,FR,2021-05-26 23:02:25,49.5833,0.3333,283.02,93,0,3.11
326,Qaqortoq,GL,2021-05-26 23:02:26,60.7167,-46.0333,275.43,98,100,2.05
327,Pemangkat,ID,2021-05-26 23:02:28,1.1667,108.9667,298.3,88,97,3.12
328,Isa Khel,AF,2021-05-26 23:02:30,36.6702,68.8443,296.85,23,0,1.32
329,Mbini,GQ,2021-05-26 23:02:31,1.574,9.6134,298.99,89,99,1.16
330,Parkersburg,US,2021-05-26 23:02:32,39.2667,-81.5615,297.11,86,89,0.89
331,Boyabat,TR,2021-05-26 23:02:35,41.4689,34.7667,285.73,69,67,0.41
332,Baiao,BR,2021-05-26 23:02:36,-2.7906,-49.6717,298.86,73,56,1.16
333,Teya,RU,2021-05-26 23:02:37,60.3778,92.6267,275.07,73,58,0.94
334,Mount Isa,AU,2021-05-26 23:02:38,-20.7333,139.5,290.02,31,22,5.66
335,Bilma,NE,2021-05-26 23:02:40,18.6853,12.9164,303.32,7,0,1.91
336,Brae,GB,2021-05-26 23:02:41,60.3964,-1.353,282.1,89,97,6.89
337,Cidreira,BR,2021-05-26 23:02:42,-30.1811,-50.2056,287.89,73,0,3.36
338,Chernyshevskiy,RU,2021-05-26 23:02:43,63.0128,112.4714,282.12,73,98,2.29
339,Tacuba,SV,2021-05-26 23:00:21,13.9011,-89.9297,299.66,72,98,1.62
340,Bodden Town,KY,2021-05-26 23:02:46,19.2833,-81.25,303.15,58,20,1.34
341,Kattivakkam,IN,2021-05-26 23:02:47,13.2167,80.3167,304.3,64,92,7.19
342,Emerald,AU,2021-05-26 23:02:48,-23.5333,148.1667,292.78,47,36,9.22
343,Kristiansund,NO,2021-05-26 23:02:50,63.1115,7.732,284.18,81,5,5.14
344,Florianopolis,BR,2021-05-26 23:01:44,-27.6146,-48.5012,289.61,78,0,1.24
345,Kemijarvi,FI,2021-05-26 22:59:43,66.7131,27.4306,275.22,87,62,2.42
346,Disna,BY,2021-05-26 23:02:56,55.568,28.1971,280.96,91,39,3.21
347,Pisco,PE,2021-05-26 23:02:58,-13.7,-76.2167,292.05,91,92,1.11
348,Rumonge,BI,2021-05-26 23:02:59,-3.9736,29.4386,293.99,81,56,2.18
349,Turbat,PK,2021-05-26 23:03:00,26.0023,63.044,307.79,24,22,1.88
350,Muncar,ID,2021-05-26 23:03:02,-8.4333,114.3333,297.36,88,96,1.48
351,Naryan-Mar,RU,2021-05-26 23:03:04,67.6713,53.087,275.0,71,79,3.71
352,Mapastepec,MX,2021-05-26 23:03:05,15.4333,-92.9,302.9,76,100,1.77
353,Hakui,JP,2021-05-26 23:03:06,36.8833,136.7833,289.39,68,100,0.88
354,Aklavik,CA,2021-05-26 23:03:07,68.2191,-135.0107,275.76,60,100,5.55
355,Ternate,ID,2021-05-26 23:03:09,0.8,127.4,301.01,77,27,2.07
356,Cabedelo,BR,2021-05-26 22:58:22,-6.9811,-34.8339,298.52,84,46,6.12
357,San Andres,CO,2021-05-26 23:00:11,12.5847,-81.7006,300.61,82,99,9.5
358,Kieta,PG,2021-05-26 23:03:12,-6.2167,155.6333,300.6,84,83,2.84
359,Tam Ky,VN,2021-05-26 23:03:13,15.5667,108.4833,300.14,84,65,1.5
360,Rauma,FI,2021-05-26 23:03:15,61.1272,21.5113,280.17,93,100,7.69
361,Lorengau,PG,2021-05-26 23:03:16,-2.0226,147.2712,300.27,85,96,4.44
362,San Quintin,MX,2021-05-26 22:58:49,30.4833,-115.95,292.39,68,99,6.77
363,Nisia Floresta,BR,2021-05-26 23:03:18,-6.0911,-35.2086,298.6,83,18,4.35
364,Ust-Kulom,RU,2021-05-26 23:03:20,61.6864,53.6902,273.51,71,35,1.76
365,Mana,GF,2021-05-26 23:03:22,5.6592,-53.7767,298.18,91,94,3.85
366,Priladozhskiy,RU,2021-05-26 23:03:23,59.85,31.4833,280.96,92,45,2.9
367,La Ronge,CA,2021-05-26 23:03:24,55.1001,-105.2842,280.38,35,2,2.89
368,Hami,CN,2021-05-26 23:03:26,42.8,93.45,297.19,14,0,4.34
369,Sukhobezvodnoye,RU,2021-05-26 23:03:27,57.0491,44.8891,279.95,87,67,2.61
370,Deputatskiy,RU,2021-05-26 23:03:28,69.3,139.9,280.43,69,100,6.81
371,Praia,CV,2021-05-26 23:03:30,14.9215,-23.5087,295.45,78,20,10.29
372,Stokmarknes,NO,2021-05-26 23:03:32,68.5646,14.9108,282.31,85,15,3.12
373,Katsuura,JP,2021-05-26 23:00:29,35.1333,140.3,292.21,91,100,3.19
374,Terrace,CA,2021-05-26 23:00:34,54.5163,-128.6035,282.83,85,100,0.88
375,Margate,GB,2021-05-26 23:03:35,51.3813,1.3862,284.43,80,100,0.89
376,Solok,ID,2021-05-26 23:03:37,-0.7918,100.6593,295.64,99,100,1.26
377,Trairi,BR,2021-05-26 22:59:17,-3.2778,-39.2689,299.45,80,6,4.8
378,Nizhniy Kuranakh,RU,2021-05-26 23:03:39,58.8353,125.4869,283.78,70,89,1.86
379,Loa Janan,ID,2021-05-26 23:03:40,-0.583,117.095,297.41,96,48,0.49
380,Bairiki,KI,2021-05-26 23:03:42,1.3292,172.9752,303.15,74,75,8.29
381,Sarkand,KZ,2021-05-26 23:03:43,45.41,79.9186,292.63,44,13,3.47
382,Vestmanna,FO,2021-05-26 23:03:44,62.1564,-7.1664,277.66,75,68,4.78
383,Biltine,TD,2021-05-26 23:03:45,14.5333,20.9167,304.23,11,70,1.99
384,San Carlos De Bariloche,AR,2021-05-26 23:03:31,-41.1456,-71.3082,285.62,68,75,5.79
385,High Level,CA,2021-05-26 23:03:48,58.5169,-117.136,285.46,62,100,4.22
386,Bontang,ID,2021-05-26 23:03:49,0.1333,117.5,298.7,88,30,1.25
387,Porosozero,RU,2021-05-26 23:03:50,62.7191,32.727,276.0,97,100,5.26
388,Mayo,US,2021-05-26 23:03:52,38.8876,-76.5119,301.12,86,1,1.89
389,Komsomolskiy,UZ,2021-05-26 23:03:53,40.4272,71.7189,293.83,45,86,1.21
390,Fukue,JP,2021-05-26 23:03:54,32.6881,128.8419,291.09,87,100,6.79
391,Mandalgovi,MN,2021-05-26 23:03:55,45.7625,106.2708,278.63,72,40,11.23
392,Tura,IN,2021-05-26 23:03:57,25.5198,90.2201,295.83,85,81,2.71
393,Sorland,NO,2021-05-26 23:03:58,67.667,12.6934,279.61,84,15,9.96
394,Maceio,BR,2021-05-26 23:03:24,-9.6658,-35.7353,296.84,88,40,4.5
395,Banjar,ID,2021-05-26 23:04:00,-8.19,114.9675,298.07,84,93,1.38
396,Kyren,RU,2021-05-26 23:04:02,51.6828,102.1408,279.6,79,9,0.13
397,Si Satchanalai,TH,2021-05-26 23:01:23,17.5169,99.7598,299.35,83,100,0.7
398,Kadungora,ID,2021-05-26 23:04:05,-7.0899,107.8864,292.3,90,88,0.39
399,Mogadishu,SO,2021-05-26 23:02:20,2.0371,45.3438,299.07,78,38,7.06
400,Taitung,TW,2021-05-26 23:01:52,22.7583,121.1444,299.3,78,75,2.57
401,Tecoman,MX,2021-05-26 23:04:09,18.9167,-103.8833,306.71,55,83,3.04
402,Bushehr,IR,2021-05-26 23:04:10,28.9684,50.8385,301.33,60,0,2.72
403,Sao Miguel Do Araguaia,BR,2021-05-26 23:00:29,-13.275,-50.1628,299.85,41,56,1.6
404,Dolores,AR,2021-05-26 23:04:12,-36.3132,-57.6792,284.85,81,44,4.74
405,Kerouane,GN,2021-05-26 23:04:13,9.2667,-9.0167,296.41,84,77,1.84
406,Schrobenhausen,DE,2021-05-26 23:04:15,48.55,11.2667,282.76,88,90,2.68
407,Nemuro,JP,2021-05-26 23:02:45,43.3236,145.575,282.85,73,11,2.63
408,Oriximina,BR,2021-05-26 23:03:03,-1.7656,-55.8661,300.43,73,68,0.24
409,Tessalit,ML,2021-05-26 23:04:18,20.1986,1.0114,307.32,7,100,2.78
410,Hirara,JP,2021-05-26 23:04:20,24.8,125.2833,301.41,87,73,8.56
411,Kibala,TD,2021-05-26 23:04:21,9.1104,18.3463,300.38,61,82,1.83
412,Machachi,EC,2021-05-26 23:04:23,-0.5,-78.5667,285.87,92,98,0.93
413,Prainha,BR,2021-05-26 23:04:25,-1.8,-53.48,300.41,71,79,1.62
414,Sangmelima,CM,2021-05-26 23:04:26,2.9333,11.9833,293.4,98,89,0.84
415,Altar,MX,2021-05-26 23:04:27,30.7,-111.8167,306.26,14,68,7.73
416,Palu,ID,2021-05-26 23:04:29,-0.8917,119.8707,298.38,92,86,1.44
417,Poya,NC,2021-05-26 23:04:30,-21.35,165.15,295.5,54,3,1.34
418,Marsa Matruh,EG,2021-05-26 23:04:31,31.3525,27.2453,295.07,72,0,3.99
419,Cairns,AU,2021-05-26 23:04:32,-16.9167,145.7667,297.01,83,90,2.06
420,Sobolevo,RU,2021-05-26 23:04:34,54.4299,31.8996,282.15,86,4,1.53
421,Ancud,CL,2021-05-26 23:04:35,-41.8697,-73.8203,287.27,94,100,9.3
422,Durgapur,IN,2021-05-26 23:04:36,23.4833,87.3167,299.57,80,100,10.48
423,Priiskovyy,RU,2021-05-26 23:04:39,51.9333,116.6333,282.41,64,90,0.8
424,Cayenne,GF,2021-05-26 23:00:39,4.9333,-52.3333,299.31,89,90,2.24
425,Caiaponia,BR,2021-05-26 23:04:41,-16.9567,-51.8103,296.14,55,2,1.6
426,Macherla,IN,2021-05-26 23:04:42,16.4833,79.4333,302.94,57,100,11.73
427,North Bend,US,2021-05-26 23:04:43,43.4065,-124.2243,293.84,69,1,4.12
428,Hualmay,PE,2021-05-26 23:04:46,-11.0964,-77.6139,292.7,84,13,2.88
429,Grindavik,IS,2021-05-26 23:04:47,63.8424,-22.4338,281.79,81,75,13.37
430,Chukhloma,RU,2021-05-26 23:04:48,58.7525,42.6825,280.77,75,100,4.08
431,Springbok,ZA,2021-05-26 23:04:50,-29.6643,17.8865,288.6,43,79,2.12
432,Richards Bay,ZA,2021-05-26 23:04:51,-28.783,32.0377,290.7,94,10,2.02
433,Nioro,GM,2021-05-26 23:04:52,13.35,-15.75,300.72,51,85,4.38
434,Rawson,AR,2021-05-26 23:00:23,-43.3002,-65.1023,284.15,63,100,0.4
435,Derzhavinsk,KZ,2021-05-26 23:04:55,51.1,66.3167,291.29,73,57,6.89
436,Mount Gambier,AU,2021-05-26 23:04:56,-37.8333,140.7667,285.32,84,71,3.71
437,Keokuk,US,2021-05-26 23:04:57,40.3973,-91.3849,302.53,47,1,3.09
438,Gediz,TR,2021-05-26 23:04:59,39.0417,29.41,290.81,56,74,1.84
439,Ulaanbaatar,MN,2021-05-26 23:00:49,47.9077,106.8832,278.22,75,40,6.28
440,Visnes,NO,2021-05-26 23:05:05,59.3556,5.2242,286.05,71,90,2.57
441,Huarmey,PE,2021-05-26 23:05:07,-10.0681,-78.1522,293.37,85,19,2.85
442,Lianzhou,CN,2021-05-26 23:05:08,24.7811,112.3825,298.46,95,99,0.48
443,Powell River,CA,2021-05-26 23:03:14,49.8496,-124.5361,286.48,78,100,5.29
444,Eger,HU,2021-05-26 23:02:55,47.9026,20.3733,283.02,71,1,1.54
445,Willowmore,ZA,2021-05-26 23:05:11,-33.2926,23.4895,284.23,77,79,1.83
446,Saint-Augustin,CA,2021-05-26 23:05:13,51.226,-58.6502,279.39,97,100,3.38
447,Crotone,IT,2021-05-26 23:05:14,39.0851,17.1178,287.55,62,0,1.66
448,Saint-Pierre,RE,2021-05-26 23:05:15,-21.3393,55.4781,293.97,85,0,2.57
449,Saurimo,AO,2021-05-26 23:05:18,-9.6608,20.3916,287.73,57,1,2.23
450,Vostok,RU,2021-05-26 23:05:19,46.4856,135.8833,285.26,49,80,0.9
451,Nador,MA,2021-05-26 23:05:20,35.174,-2.9287,291.29,88,75,3.22
452,Ambatofinandrahana,MG,2021-05-26 23:05:21,-20.55,46.8,283.43,76,3,1.09
453,Ziro,IN,2021-05-26 23:05:24,27.6333,93.8333,287.32,99,100,0.53
454,Maltahohe,NA,2021-05-26 23:05:25,-24.8333,16.9833,286.55,37,2,2.04
455,Capilla De Guadalupe,MX,2021-05-26 23:05:26,20.8333,-102.5833,302.96,18,81,0.75
456,Sturgeon Falls,CA,2021-05-26 23:05:28,46.3646,-79.9326,287.64,65,48,7.39
457,Monrovia,LR,2021-05-26 23:05:29,6.3005,-10.7969,300.17,83,82,3.17
458,Gamba,GA,2021-05-26 23:05:30,-2.65,10.0,297.97,93,97,2.24
459,Ixtapa,MX,2021-05-26 23:03:46,20.7,-105.2,300.72,74,1,6.17
460,Severnyy,RU,2021-05-26 23:05:34,50.677,36.5532,292.17,55,0,3.0
461,Dilla,ET,2021-05-26 23:05:35,6.41,38.31,288.79,91,55,1.83
462,Kuznechikha,RU,2021-05-26 23:05:36,57.2161,42.3348,285.74,65,100,4.83
463,Mae Hong Son,TH,2021-05-26 23:01:17,19.3003,97.9685,295.5,99,93,0.44
464,Xai-Xai,MZ,2021-05-26 23:05:39,-25.0519,33.6442,289.08,74,0,2.81
465,College,US,2021-05-26 23:05:40,64.8569,-147.8028,292.33,30,75,0.0
466,Port Augusta,AU,2021-05-26 23:05:41,-32.5,137.7667,282.43,68,0,0.89
467,Takoradi,GH,2021-05-26 23:05:42,4.8845,-1.7554,300.01,86,72,4.56
468,Wajir,KE,2021-05-26 23:05:44,1.7471,40.0573,296.91,72,43,7.13
469,Boa Vista,BR,2021-05-26 23:05:46,2.8197,-60.6733,298.14,88,75,1.54
470,Luangwa,ZM,2021-05-26 23:05:47,-15.6167,30.4167,286.11,76,0,0.85
471,Muisne,EC,2021-05-26 23:05:49,0.6,-80.0333,298.56,85,86,3.66
472,Mulanje,MW,2021-05-26 23:05:50,-16.0316,35.5,287.14,82,0,1.96
473,Nizhniy Ufaley,RU,2021-05-26 23:05:52,55.9153,59.9842,279.44,90,3,1.62
474,Lakhdenpokhya,RU,2021-05-26 23:05:54,61.5198,30.1992,279.72,97,88,1.0
475,Tondano,ID,2021-05-26 23:05:55,1.3038,124.9112,294.2,91,50,1.27
476,Tilichiki,RU,2021-05-26 23:05:56,60.4667,166.1,275.06,98,100,2.24
477,Losal,IN,2021-05-26 23:05:57,27.4,74.9167,303.73,42,19,3.73
478,Bonavista,CA,2021-05-26 23:05:59,48.6499,-53.1147,278.77,96,100,5.93
479,Guia De Isora,ES,2021-05-26 23:06:00,28.2115,-16.7795,289.95,70,39,0.89
480,Basavana Bagevadi,IN,2021-05-26 23:06:01,16.5833,75.9667,297.02,72,79,8.85
481,Beirut,LB,2021-05-26 23:06:03,33.8889,35.4944,297.52,57,0,1.54
482,Gravdal,NO,2021-05-26 23:03:09,68.1214,13.5031,278.68,83,8,6.96
483,Temiscaming,CA,2021-05-26 23:06:05,46.7212,-79.0971,286.82,63,88,6.52
484,Souillac,MU,2021-05-26 23:06:06,-20.5167,57.5167,295.57,90,15,1.57
485,Rincon De La Victoria,ES,2021-05-26 23:06:08,36.7172,-4.2758,292.09,71,97,1.76
486,Buraydah,SA,2021-05-26 23:06:09,26.326,43.975,301.22,14,0,3.62
487,Salinas,US,2021-05-26 23:04:43,36.6777,-121.6555,302.91,66,1,7.72
488,Wanaka,NZ,2021-05-26 23:06:12,-44.7,169.15,280.03,66,98,2.66
489,Kamenka,RU,2021-05-26 23:06:14,51.3223,42.7678,286.28,75,72,2.67
490,Mehran,IR,2021-05-26 23:06:15,33.1222,46.1646,301.6,19,0,2.13
491,Baykit,RU,2021-05-26 23:06:16,61.67,96.37,274.88,83,48,0.67
492,Cururupu,BR,2021-05-26 23:02:11,-1.8283,-44.8683,297.72,91,19,1.32
493,Mont-De-Marsan,FR,2021-05-26 23:06:19,44.0,-0.6667,285.24,76,0,1.78
494,Marabba,SD,2021-05-26 23:06:20,12.35,32.1833,307.3,15,42,2.89
495,Phalombe,MW,2021-05-26 23:06:21,-15.8064,35.6507,286.16,82,0,1.21
496,Gat,IL,2021-05-26 23:06:22,31.61,34.7642,297.26,56,0,0.38
497,Kant,IN,2021-05-26 23:06:11,27.8,79.8,301.82,58,96,4.86
498,Umm Lajj,SA,2021-05-26 23:06:25,25.0213,37.2685,304.79,34,0,2.9
499,Solwezi,ZM,2021-05-26 23:06:26,-12.1688,26.3894,282.64,73,0,1.28
500,Wanning,CN,2021-05-26 23:06:28,18.8003,110.3967,300.76,86,84,3.29
501,Sao Felix Do Xingu,BR,2021-05-26 23:06:31,-6.6447,-51.995,297.22,73,22,1.32
502,Gidole,ET,2021-05-26 23:06:32,5.65,37.3667,286.48,77,71,1.58
503,Svetlogorsk,BY,2021-05-26 23:06:34,52.6333,29.7333,282.99,80,23,2.11
504,Houston,US,2021-05-26 23:05:06,29.7633,-95.3633,304.85,67,1,1.79
505,Labrea,BR,2021-05-26 23:06:36,-7.2586,-64.7981,300.2,68,40,0.85
506,Santa Rosa,PH,2021-05-26 23:06:37,14.3122,121.1114,303.63,72,99,2.59
507,Bambanglipuro,ID,2021-05-26 23:06:39,-7.95,110.2833,297.57,87,98,2.6
508,Upata,VE,2021-05-26 23:05:22,8.0086,-62.3989,296.03,92,100,1.52
509,Edd,ER,2021-05-26 23:06:41,13.9297,41.6925,303.72,66,44,1.05
510,Wangaratta,AU,2021-05-26 23:06:42,-36.3667,146.3333,282.68,100,90,1.54
511,Roebourne,AU,2021-05-26 23:06:43,-20.7833,117.1333,294.93,57,38,7.14
512,Varhaug,NO,2021-05-26 23:06:45,58.6147,5.6457,285.87,80,99,0.83
513,Polunochnoye,RU,2021-05-26 23:06:47,60.8697,60.4153,276.86,81,98,2.99
514,The Valley,AI,2021-05-26 23:06:48,18.217,-63.0578,300.43,74,75,4.63
515,Sur,OM,2021-05-26 23:06:50,22.5667,59.5289,306.19,39,13,3.73
516,Uporovo,RU,2021-05-26 23:06:51,56.3109,66.2693,283.08,84,3,5.15
517,Tabuk,PH,2021-05-26 23:06:52,17.4189,121.4443,300.47,73,45,1.72
518,Melilla,ES,2021-05-26 23:06:53,35.2937,-2.9383,291.36,88,75,4.12
519,Pajarito,CO,2021-05-26 23:06:55,5.2929,-72.7028,294.71,96,86,0.5
520,Seoul,KR,2021-05-26 23:05:20,37.5683,126.9778,288.86,91,90,3.34
521,Paamiut,GL,2021-05-26 23:06:59,61.994,-49.6678,275.76,93,100,1.31
522,Issoire,FR,2021-05-26 23:04:43,45.55,3.25,282.74,90,65,1.0
523,Gilgit,PK,2021-05-26 23:07:02,35.9221,74.3087,292.54,50,58,0.95
524,Havelock,US,2021-05-26 23:07:03,34.8791,-76.9013,302.62,79,87,3.13
525,Kawalu,ID,2021-05-26 23:07:04,-7.3817,108.2082,294.77,91,79,1.66
526,Corinto,GR,2021-05-26 23:07:06,37.9407,22.9573,297.46,62,3,2.45
527,Auning,DK,2021-05-26 23:07:07,56.4308,10.3782,283.25,91,100,4.89
528,Ararat,AM,2021-05-26 23:07:08,39.8317,44.7049,287.34,49,3,2.01
529,Gimli,CA,2021-05-26 23:07:06,50.6336,-96.9907,282.28,41,17,4.97
530,Saulkrasti,LV,2021-05-26 23:07:11,57.2622,24.4147,282.12,93,10,5.46
531,Camacha,PT,2021-05-26 23:07:12,33.0833,-16.3333,290.11,68,75,5.14
532,Alyangula,AU,2021-05-26 23:07:13,-13.8483,136.4192,299.02,66,43,7.32
533,Nesna,NO,2021-05-26 23:07:14,66.1967,13.0213,281.25,74,7,6.64
534,Dalvik,IS,2021-05-26 23:07:16,65.9702,-18.5286,283.57,67,88,0.47
535,Tahta,EG,2021-05-26 23:07:17,26.7693,31.5021,302.26,17,0,5.14
536,Groton,US,2021-05-26 23:03:39,41.3501,-72.0784,299.62,87,75,0.89
537,Vila Velha,BR,2021-05-26 23:04:49,-20.3297,-40.2925,297.01,87,0,2.68
538,Drayton Valley,CA,2021-05-26 23:07:20,53.2168,-114.9854,287.54,68,99,7.02
539,Ferkessedougou,CI,2021-05-26 23:07:22,9.6,-5.2,299.15,70,84,3.82
540,Boca Do Acre,BR,2021-05-26 23:07:23,-8.7522,-67.3978,299.49,66,9,0.78
541,Egvekinot,RU,2021-05-26 23:07:24,66.3167,-179.1667,278.39,42,11,6.98
542,Kinango,KE,2021-05-26 23:07:25,-4.1372,39.3153,293.75,93,3,3.04
543,Adeje,ES,2021-05-26 23:07:27,28.1227,-16.726,292.05,67,75,0.89
544,Saint-Francois,FR,2021-05-26 23:07:28,46.4154,3.9054,284.84,82,90,1.54
545,El Tigre,VE,2021-05-26 23:07:29,8.8875,-64.2454,298.3,78,100,5.16
546,Sioux Lookout,CA,2021-05-26 23:07:31,50.1001,-91.917,281.89,29,7,4.62
547,Hereford,GB,2021-05-26 23:07:32,52.0568,-2.7148,283.29,87,41,0.98
548,Kavaratti,IN,2021-05-26 23:07:33,10.5669,72.642,301.68,74,100,7.21
